CustID,usageCount,Tier1Cust,premierlastActivated,premierServiceEligible
eipk268145,5188,No,03-2022,Yes
eipk268146,1603,No,09-2018,Yes
eipk268147,8028,No,11-2018,Yes
eipk268148,8150,No,04-2018,Yes
eipk268149,15889,No,06-2019,Yes
eipk268150,24280,No,09-2020,Yes
eipk268151,25902,No,01-2020,Yes
eipk268152,13030,No,03-2020,Yes
eipk268153,23346,No,10-2019,Yes
eipk268154,16942,No,05-2019,Yes
eipk268155,25362,No,06-2020,Yes
eipk268156,3775,No,05-2024,Yes
eipk268157,4639,No,07-2019,Yes
eipk268158,26166,No,01-2024,Yes
eipk268159,18822,No,07-2021,Yes
eipk268160,1850,No,09-2023,Yes
eipk268161,17823,No,05-2019,Yes
eipk268162,8800,No,03-2021,Yes
eipk268163,24241,No,02-2020,Yes
eipk268164,7575,No,07-2023,Yes
eipk268165,12187,No,08-2020,Yes
eipk268166,27241,No,07-2021,Yes
eipk268167,20292,No,05-2018,Yes
eipk268168,22577,No,12-2019,Yes
eipk268169,18641,No,07-2019,Yes
eipk268170,18928,No,02-2019,Yes
eipk268171,19289,No,01-2021,Yes
eipk268172,12871,No,12-2018,Yes
eipk268173,19199,No,05-2022,Yes
eipk268174,3276,No,01-2019,Yes
eipk268175,2450,No,08-2018,Yes
eipk268176,27623,No,12-2018,Yes
eipk268177,4544,No,10-2021,Yes
eipk268178,16337,No,07-2020,Yes
eipk268179,5906,No,08-2019,Yes
eipk268180,21018,No,01-2019,Yes
eipk268181,6848,No,01-2018,Yes
eipk268182,25749,No,09-2021,Yes
eipk268183,10290,No,05-2023,Yes
eipk268184,18506,No,08-2023,Yes
eipk268185,11752,No,05-2021,Yes
eipk268186,27618,No,01-2020,Yes
eipk268187,8284,No,01-2024,Yes
eipk268188,12970,No,12-2018,Yes
eipk268189,22736,No,04-2021,Yes
eipk268190,19560,No,10-2020,Yes
eipk268191,11613,No,08-2021,Yes
eipk268192,16934,No,05-2019,Yes
eipk268193,15155,No,06-2021,Yes
eipk268194,5837,No,05-2019,Yes
eipk268195,7333,No,05-2024,Yes
eipk268196,23695,No,04-2023,Yes
eipk268197,16966,No,01-2024,Yes
eipk268198,27268,No,12-2018,Yes
eipk268199,17674,No,06-2023,Yes
eipk268200,13123,No,07-2022,Yes
eipk268201,24892,No,09-2020,Yes
eipk268202,18802,No,03-2018,Yes
eipk268203,6593,No,03-2019,Yes
eipk268204,15474,No,02-2019,Yes
eipk268205,22694,No,03-2019,Yes
eipk268206,19372,No,11-2021,Yes
eipk268207,9759,No,02-2021,Yes
eipk268208,23022,No,05-2020,Yes
eipk268209,22554,No,04-2019,Yes
eipk268210,20422,No,11-2022,Yes
eipk268211,27921,No,01-2023,Yes
eipk268212,3303,No,08-2018,Yes
eipk268213,17692,No,11-2018,Yes
eipk268214,19522,No,04-2021,Yes
eipk268215,19580,No,03-2019,Yes
eipk268216,1461,No,01-2018,Yes
eipk268217,13922,No,05-2021,Yes
eipk268218,16744,No,04-2024,Yes
eipk268219,21204,No,11-2023,Yes
eipk268220,25343,No,07-2019,Yes
eipk268221,5732,No,04-2018,Yes
eipk268222,18029,No,07-2022,Yes
eipk268223,23398,No,12-2020,Yes
eipk268224,10588,No,11-2021,Yes
eipk268225,20652,No,04-2022,Yes
eipk268226,13477,No,08-2019,Yes
eipk268227,25299,No,05-2018,Yes
eipk268228,13366,No,04-2018,Yes
eipk268229,10762,No,02-2024,Yes
eipk268230,18199,No,02-2020,Yes
eipk268231,19289,No,12-2019,Yes
eipk268232,9040,No,07-2023,Yes
eipk268233,13359,No,02-2020,Yes
eipk268234,27666,No,11-2022,Yes
eipk268235,5898,No,02-2022,Yes
eipk268236,4204,No,08-2019,Yes
eipk268237,13062,No,04-2024,Yes
eipk268238,2129,No,04-2020,Yes
eipk268239,14982,No,02-2023,Yes
eipk268240,11247,No,06-2019,Yes
eipk268241,19181,No,03-2022,Yes
eipk268242,20798,No,06-2019,Yes
eipk268243,19868,No,07-2018,Yes
eipk268244,23607,No,07-2021,Yes
eipk268245,25107,No,04-2022,Yes
eipk268246,18072,No,12-2021,Yes
eipk268247,26151,No,08-2022,Yes
eipk268248,14187,No,03-2023,Yes
eipk268249,23815,No,01-2019,Yes
eipk268250,17180,No,10-2022,Yes
eipk268251,23385,No,12-2022,Yes
eipk268252,24483,No,10-2018,Yes
eipk268253,23805,No,08-2019,Yes
eipk268254,8038,No,03-2023,Yes
eipk268255,13062,No,06-2021,Yes
eipk268256,20223,No,01-2021,Yes
eipk268257,20458,No,03-2018,Yes
eipk268258,3525,No,02-2019,Yes
eipk268259,19401,No,07-2020,Yes
eipk268260,4378,No,03-2018,Yes
eipk268261,12800,No,11-2021,Yes
eipk268262,10243,No,01-2023,Yes
eipk268263,25662,No,06-2019,Yes
eipk268264,20481,No,08-2021,Yes
eipk268265,8524,No,04-2020,Yes
eipk268266,15688,No,10-2020,Yes
eipk268267,15350,No,11-2019,Yes
eipk268268,7448,No,06-2021,Yes
eipk268269,2277,No,02-2023,Yes
eipk268270,7766,No,06-2018,Yes
eipk268271,9711,No,02-2023,Yes
eipk268272,23454,No,03-2020,Yes
eipk268273,24380,No,03-2018,Yes
eipk268274,8353,No,06-2022,Yes
eipk268275,9578,No,03-2024,Yes
eipk268276,16240,No,10-2022,Yes
eipk268277,8667,No,02-2024,Yes
eipk268278,1013,No,09-2023,Yes
eipk268279,24781,No,04-2023,Yes
eipk268280,21570,No,03-2024,Yes
eipk268281,20859,No,11-2022,Yes
eipk268282,12768,No,04-2019,Yes
eipk268283,17387,No,01-2020,Yes
eipk268284,4290,No,09-2018,Yes
eipk268285,12851,No,07-2019,Yes
eipk268286,14470,No,08-2019,Yes
eipk268287,8930,No,02-2024,Yes
eipk268288,27178,No,11-2021,Yes
eipk268289,15045,No,03-2021,Yes
eipk268290,13991,No,07-2018,Yes
eipk268291,5826,No,01-2021,Yes
eipk268292,8540,No,02-2018,Yes
eipk268293,7160,No,08-2019,Yes
eipk268294,4973,No,07-2022,Yes
eipk268295,27218,No,01-2019,Yes
eipk268296,27065,No,10-2022,Yes
eipk268297,23971,No,05-2022,Yes
eipk268298,13250,No,10-2023,Yes
eipk268299,23761,No,11-2020,Yes
eipk268300,20617,No,08-2021,Yes
eipk268301,27271,No,09-2018,Yes
eipk268302,18770,No,02-2019,Yes
eipk268303,8543,No,07-2021,Yes
eipk268304,22176,No,11-2022,Yes
eipk268305,18581,No,06-2019,Yes
eipk268306,19669,No,11-2019,Yes
eipk268307,16522,No,11-2021,Yes
eipk268308,26563,No,01-2024,Yes
eipk268309,14301,No,12-2020,Yes
eipk268310,13181,No,10-2023,Yes
eipk268311,20343,No,04-2019,Yes
eipk268312,18645,No,03-2018,Yes
eipk268313,14929,No,07-2022,Yes
eipk268314,26831,No,02-2018,Yes
eipk268315,9779,No,04-2021,Yes
eipk268316,18924,No,09-2021,Yes
eipk268317,25281,No,02-2024,Yes
eipk268318,9985,No,02-2020,Yes
eipk268319,14547,No,12-2022,Yes
eipk268320,23047,No,02-2024,Yes
eipk268321,7320,No,09-2018,Yes
eipk268322,25051,No,03-2021,Yes
eipk268323,27596,No,04-2023,Yes
eipk268324,17502,No,05-2018,Yes
eipk268325,18597,No,10-2021,Yes
eipk268326,9805,No,11-2022,Yes
eipk268327,15700,No,05-2021,Yes
eipk268328,15284,No,03-2023,Yes
eipk268329,21618,No,01-2019,Yes
eipk268330,8503,No,06-2023,Yes
eipk268331,20857,No,08-2019,Yes
eipk268332,12489,No,05-2019,Yes
eipk268333,18673,No,11-2019,Yes
eipk268334,19764,No,06-2022,Yes
eipk268335,1223,No,04-2024,Yes
eipk268336,13859,No,10-2023,Yes
eipk268337,12015,No,01-2019,Yes
eipk268338,12206,No,07-2021,Yes
eipk268339,6679,No,09-2020,Yes
eipk268340,20024,No,07-2020,Yes
eipk268341,14096,No,01-2021,Yes
eipk268342,26562,No,01-2022,Yes
eipk268343,15202,No,07-2020,Yes
eipk268344,2023,No,02-2020,Yes
eipk268345,18927,No,02-2024,Yes
eipk268346,24388,No,05-2021,Yes
eipk268347,26848,No,05-2020,Yes
eipk268348,2779,No,03-2018,Yes
eipk268349,19084,No,07-2019,Yes
eipk268350,13122,No,09-2022,Yes
eipk268351,16780,No,02-2023,Yes
eipk268352,25383,No,08-2023,Yes
eipk268353,11426,No,09-2023,Yes
eipk268354,13536,No,03-2020,Yes
eipk268355,12351,No,05-2020,Yes
eipk268356,4983,No,04-2019,Yes
eipk268357,15105,No,07-2018,Yes
eipk268358,10215,No,12-2019,Yes
eipk268359,15581,No,07-2018,Yes
eipk268360,16262,No,08-2023,Yes
eipk268361,16770,No,10-2021,Yes
eipk268362,8385,No,09-2019,Yes
eipk268363,24978,No,06-2018,Yes
eipk268364,23542,No,01-2022,Yes
eipk268365,21223,No,06-2022,Yes
eipk268366,18209,No,11-2020,Yes
eipk268367,3736,No,10-2021,Yes
eipk268368,20790,No,11-2023,Yes
eipk268369,20158,No,02-2018,Yes
eipk268370,22016,No,02-2020,Yes
eipk268371,26067,No,11-2020,Yes
eipk268372,11051,No,11-2020,Yes
eipk268373,11531,No,08-2018,Yes
eipk268374,26167,No,10-2021,Yes
eipk268375,3734,No,01-2024,Yes
eipk268376,24271,No,01-2022,Yes
eipk268377,2492,No,11-2022,Yes
eipk268378,10139,No,12-2021,Yes
eipk268379,27151,No,02-2022,Yes
eipk268380,1682,No,11-2018,Yes
eipk268381,26204,No,04-2023,Yes
eipk268382,21866,No,11-2020,Yes
eipk268383,14894,No,09-2020,Yes
eipk268384,22131,No,11-2021,Yes
eipk268385,19624,No,05-2018,Yes
eipk268386,12946,No,10-2020,Yes
eipk268387,1100,No,04-2021,Yes
eipk268388,2093,No,05-2021,Yes
eipk268389,14485,No,04-2024,Yes
eipk268390,11683,No,07-2019,Yes
eipk268391,21156,No,03-2018,Yes
eipk268392,9624,No,03-2022,Yes
eipk268393,6334,No,02-2021,Yes
eipk268394,1536,No,08-2021,Yes
eipk268395,17984,No,02-2022,Yes
eipk268396,10858,No,01-2021,Yes
eipk268397,3755,No,12-2018,Yes
eipk268398,9510,No,01-2020,Yes
eipk268399,16645,No,11-2023,Yes
eipk268400,24900,No,05-2020,Yes
eipk268401,22325,No,10-2018,Yes
eipk268402,24892,No,02-2019,Yes
eipk268403,11054,No,01-2023,Yes
eipk268404,12924,No,05-2024,Yes
eipk268405,2527,No,03-2021,Yes
eipk268406,25646,No,04-2021,Yes
eipk268407,22632,No,01-2021,Yes
eipk268408,1443,No,06-2019,Yes
eipk268409,16649,No,01-2020,Yes
eipk268410,9578,No,10-2023,Yes
eipk268411,6674,No,08-2020,Yes
eipk268412,6195,No,07-2019,Yes
eipk268413,2869,No,10-2021,Yes
eipk268414,22032,No,08-2023,Yes
eipk268415,11203,No,02-2023,Yes
eipk268416,12543,No,04-2021,Yes
eipk268417,17663,No,09-2019,Yes
eipk268418,1770,No,12-2022,Yes
eipk268419,22946,No,08-2022,Yes
eipk268420,18337,No,06-2020,Yes
eipk268421,2559,No,01-2018,Yes
eipk268422,20830,No,02-2021,Yes
eipk268423,12559,No,08-2021,Yes
eipk268424,7982,No,10-2021,Yes
eipk268425,19824,No,04-2018,Yes
eipk268426,1108,No,05-2024,Yes
eipk268427,21838,No,05-2021,Yes
eipk268428,10147,No,12-2022,Yes
eipk268429,8078,No,12-2023,Yes
eipk268430,20744,No,04-2022,Yes
eipk268431,20873,No,03-2021,Yes
eipk268432,1317,No,10-2018,Yes
eipk268433,1340,No,11-2022,Yes
eipk268434,14628,No,03-2020,Yes
eipk268435,5444,No,02-2024,Yes
eipk268436,19458,No,03-2024,Yes
eipk268437,26213,No,11-2019,Yes
eipk268438,13688,No,09-2023,Yes
eipk268439,17041,No,09-2018,Yes
eipk268440,23062,No,02-2018,Yes
eipk268441,13655,No,10-2021,Yes
eipk268442,11582,No,04-2024,Yes
eipk268443,22868,No,10-2019,Yes
eipk268444,13180,No,11-2021,Yes
eipk268445,14191,No,02-2019,Yes
eipk268446,14384,No,11-2019,Yes
eipk268447,12385,No,03-2019,Yes
eipk268448,13128,No,05-2019,Yes
eipk268449,13473,No,08-2023,Yes
eipk268450,7979,No,03-2021,Yes
eipk268451,3366,No,04-2022,Yes
eipk268452,13881,No,10-2019,Yes
eipk268453,16327,No,09-2020,Yes
eipk268454,2565,No,03-2019,Yes
eipk268455,26368,No,12-2018,Yes
eipk268456,4704,No,11-2022,Yes
eipk268457,27976,No,03-2022,Yes
eipk268458,25930,No,02-2022,Yes
eipk268459,5201,No,02-2022,Yes
eipk268460,13705,No,05-2022,Yes
eipk268461,13209,No,07-2020,Yes
eipk268462,13929,No,10-2022,Yes
eipk268463,11444,No,06-2020,Yes
eipk268464,9756,No,01-2018,Yes
eipk268465,4453,No,07-2018,Yes
eipk268466,16656,No,04-2021,Yes
eipk268467,10494,No,03-2020,Yes
eipk268468,15524,No,04-2020,Yes
eipk268469,27326,No,08-2021,Yes
eipk268470,19974,No,06-2018,Yes
eipk268471,25001,No,11-2018,Yes
eipk268472,1257,No,11-2021,Yes
eipk268473,15788,No,06-2022,Yes
eipk268474,27171,No,04-2021,Yes
eipk268475,23605,No,02-2018,Yes
eipk268476,2046,No,02-2023,Yes
eipk268477,7646,No,02-2022,Yes
eipk268478,19616,No,09-2021,Yes
eipk268479,21461,No,07-2022,Yes
eipk268480,27216,No,05-2024,Yes
eipk268481,27287,No,03-2021,Yes
eipk268482,17432,No,01-2019,Yes
eipk268483,25743,No,12-2020,Yes
eipk268484,2853,No,05-2022,Yes
eipk268485,13046,No,12-2022,Yes
eipk268486,21125,No,05-2020,Yes
eipk268487,3068,No,10-2021,Yes
eipk268488,25967,No,08-2019,Yes
eipk268489,14416,No,08-2023,Yes
eipk268490,8457,No,03-2020,Yes
eipk268491,6823,No,04-2022,Yes
eipk268492,27025,No,09-2019,Yes
eipk268493,1228,No,02-2022,Yes
eipk268494,4252,No,04-2023,Yes
eipk268495,1351,No,02-2023,Yes
eipk268496,3272,No,12-2020,Yes
eipk268497,21421,No,02-2019,Yes
eipk268498,25809,No,05-2022,Yes
eipk268499,25841,No,05-2019,Yes
eipk268500,18241,No,10-2022,Yes
eipk268501,15649,No,01-2022,Yes
eipk268502,26074,No,09-2022,Yes
eipk268503,10068,No,05-2022,Yes
eipk268504,27834,No,07-2021,Yes
eipk268505,5194,No,03-2023,Yes
eipk268506,27220,No,07-2022,Yes
eipk268507,14699,No,06-2021,Yes
eipk268508,19776,No,02-2018,Yes
eipk268509,4324,No,06-2022,Yes
eipk268510,12143,No,05-2020,Yes
eipk268511,7261,No,09-2020,Yes
eipk268512,22335,No,04-2022,Yes
eipk268513,27832,No,01-2022,Yes
eipk268514,2432,No,10-2021,Yes
eipk268515,1480,No,09-2023,Yes
eipk268516,25575,No,05-2022,Yes
eipk268517,3970,No,04-2019,Yes
eipk268518,2665,No,01-2023,Yes
eipk268519,17712,No,04-2019,Yes
eipk268520,20638,No,12-2018,Yes
eipk268521,15265,No,08-2018,Yes
eipk268522,9608,No,09-2022,Yes
eipk268523,8250,No,05-2024,Yes
eipk268524,19685,No,08-2022,Yes
eipk268525,1944,No,02-2023,Yes
eipk268526,3052,No,05-2024,Yes
eipk268527,11542,No,05-2022,Yes
eipk268528,26555,No,07-2020,Yes
eipk268529,8703,No,01-2020,Yes
eipk268530,27232,No,02-2021,Yes
eipk268531,2451,No,07-2022,Yes
eipk268532,12203,No,09-2019,Yes
eipk268533,11975,No,07-2020,Yes
eipk268534,8918,No,06-2021,Yes
eipk268535,14965,No,03-2021,Yes
eipk268536,21387,No,04-2020,Yes
eipk268537,2586,No,09-2022,Yes
eipk268538,17773,No,12-2019,Yes
eipk268539,4728,No,08-2023,Yes
eipk268540,26425,No,07-2021,Yes
eipk268541,25391,No,12-2018,Yes
eipk268542,26394,No,11-2021,Yes
eipk268543,21019,No,08-2022,Yes
eipk268544,13299,No,01-2020,Yes
eipk268545,7480,No,11-2023,Yes
eipk268546,20038,No,04-2020,Yes
eipk268547,15464,No,07-2023,Yes
eipk268548,5106,No,03-2021,Yes
eipk268549,9681,No,12-2022,Yes
eipk268550,19703,No,01-2023,Yes
eipk268551,12120,No,04-2021,Yes
eipk268552,12355,No,10-2018,Yes
eipk268553,7152,No,08-2023,Yes
eipk268554,20318,No,06-2020,Yes
eipk268555,26722,No,07-2020,Yes
eipk268556,20207,No,10-2020,Yes
eipk268557,3505,No,08-2022,Yes
eipk268558,24463,No,08-2018,Yes
eipk268559,15786,No,04-2019,Yes
eipk268560,8798,No,08-2018,Yes
eipk268561,25253,No,04-2023,Yes
eipk268562,7934,No,01-2024,Yes
eipk268563,10003,No,10-2022,Yes
eipk268564,17439,No,05-2023,Yes
eipk268565,9899,No,04-2022,Yes
eipk268566,15714,No,07-2018,Yes
eipk268567,16861,No,02-2022,Yes
eipk268568,18393,No,05-2020,Yes
eipk268569,21502,No,03-2021,Yes
eipk268570,4316,No,10-2021,Yes
eipk268571,14059,No,05-2018,Yes
eipk268572,4489,No,04-2020,Yes
eipk268573,21710,No,09-2021,Yes
eipk268574,21689,No,02-2024,Yes
eipk268575,22665,No,02-2019,Yes
eipk268576,10592,No,10-2022,Yes
eipk268577,16201,No,01-2022,Yes
eipk268578,18577,No,06-2021,Yes
eipk268579,5994,No,01-2024,Yes
eipk268580,8506,No,08-2018,Yes
eipk268581,25353,No,05-2022,Yes
eipk268582,2497,No,03-2019,Yes
eipk268583,10442,No,09-2023,Yes
eipk268584,26448,No,06-2021,Yes
eipk268585,3410,No,04-2022,Yes
eipk268586,12742,No,05-2021,Yes
eipk268587,27154,No,03-2024,Yes
eipk268588,9666,No,07-2023,Yes
eipk268589,22515,No,03-2022,Yes
eipk268590,20950,No,01-2018,Yes
eipk268591,21432,No,11-2023,Yes
eipk268592,7927,No,02-2022,Yes
eipk268593,16421,No,01-2023,Yes
eipk268594,22008,No,05-2022,Yes
eipk268595,9462,No,06-2021,Yes
eipk268596,24065,No,10-2022,Yes
eipk268597,7017,No,04-2018,Yes
eipk268598,24184,No,04-2020,Yes
eipk268599,8005,No,03-2022,Yes
eipk268600,20935,No,04-2020,Yes
eipk268601,15109,No,11-2019,Yes
eipk268602,21969,No,03-2021,Yes
eipk268603,5457,No,06-2019,Yes
eipk268604,21267,No,01-2024,Yes
eipk268605,10186,No,11-2022,Yes
eipk268606,18152,No,07-2022,Yes
eipk268607,14330,No,01-2020,Yes
eipk268608,26120,No,08-2019,Yes
eipk268609,6074,No,08-2023,Yes
eipk268610,10123,No,02-2019,Yes
eipk268611,25666,No,08-2019,Yes
eipk268612,15298,No,12-2018,Yes
eipk268613,21717,No,02-2023,Yes
eipk268614,15797,No,07-2020,Yes
eipk268615,8191,No,08-2022,Yes
eipk268616,26426,No,05-2022,Yes
eipk268617,8548,No,10-2021,Yes
eipk268618,20352,No,11-2022,Yes
eipk268619,14064,No,09-2022,Yes
eipk268620,3659,No,02-2023,Yes
eipk268621,1633,No,08-2020,Yes
eipk268622,16716,No,08-2018,Yes
eipk268623,4228,No,03-2022,Yes
eipk268624,26800,No,07-2018,Yes
eipk268625,18632,No,06-2023,Yes
eipk268626,18366,No,10-2019,Yes
eipk268627,3510,No,08-2023,Yes
eipk268628,21234,No,07-2023,Yes
eipk268629,22142,No,10-2019,Yes
eipk268630,21377,No,03-2020,Yes
eipk268631,16616,No,08-2022,Yes
eipk268632,1989,No,03-2022,Yes
eipk268633,2616,No,01-2023,Yes
eipk268634,24405,No,08-2022,Yes
eipk268635,9616,No,11-2018,Yes
eipk268636,10622,No,11-2020,Yes
eipk268637,19019,No,02-2023,Yes
eipk268638,13392,No,11-2022,Yes
eipk268639,7395,No,08-2022,Yes
eipk268640,6218,No,12-2021,Yes
eipk268641,17561,No,04-2023,Yes
eipk268642,14576,No,04-2019,Yes
eipk268643,6251,No,09-2022,Yes
eipk268644,14510,No,11-2020,Yes
eipk268645,1719,No,04-2018,Yes
eipk268646,4128,No,10-2019,Yes
eipk268647,24419,No,10-2019,Yes
eipk268648,15597,No,06-2022,Yes
eipk268649,3789,No,03-2019,Yes
eipk268650,26229,No,06-2019,Yes
eipk268651,23645,No,03-2020,Yes
eipk268652,12748,No,11-2020,Yes
eipk268653,16306,No,11-2020,Yes
eipk268654,13595,No,10-2021,Yes
eipk268655,26065,No,01-2023,Yes
eipk268656,26920,No,12-2019,Yes
eipk268657,7900,No,12-2020,Yes
eipk268658,24907,No,12-2020,Yes
eipk268659,1607,No,12-2018,Yes
eipk268660,16072,No,02-2023,Yes
eipk268661,4591,No,10-2022,Yes
eipk268662,6645,No,01-2021,Yes
eipk268663,5119,No,01-2024,Yes
eipk268664,6311,No,01-2020,Yes
eipk268665,9944,No,09-2022,Yes
eipk268666,4048,No,01-2019,Yes
eipk268667,5444,No,05-2021,Yes
eipk268668,5120,No,11-2023,Yes
eipk268669,12653,No,10-2018,Yes
eipk268670,17000,No,04-2018,Yes
eipk268671,2014,No,10-2021,Yes
eipk268672,13886,No,05-2023,Yes
eipk268673,10960,No,10-2023,Yes
eipk268674,22280,No,10-2018,Yes
eipk268675,24437,No,04-2024,Yes
eipk268676,26534,No,09-2020,Yes
eipk268677,2591,No,04-2020,Yes
eipk268678,12453,No,10-2023,Yes
eipk268679,14339,No,03-2018,Yes
eipk268680,3588,No,07-2023,Yes
eipk268681,3538,No,02-2018,Yes
eipk268682,15823,No,06-2020,Yes
eipk268683,26366,No,09-2020,Yes
eipk268684,13459,No,04-2019,Yes
eipk268685,7181,No,12-2021,Yes
eipk268686,13208,No,06-2022,Yes
eipk268687,21778,No,09-2022,Yes
eipk268688,20482,No,06-2023,Yes
eipk268689,26223,No,02-2018,Yes
eipk268690,14035,No,10-2021,Yes
eipk268691,6876,No,03-2020,Yes
eipk268692,2475,No,10-2020,Yes
eipk268693,14780,No,06-2018,Yes
eipk268694,22588,No,12-2023,Yes
eipk268695,27636,No,09-2021,Yes
eipk268696,25121,No,12-2018,Yes
eipk268697,6075,No,01-2024,Yes
eipk268698,26699,No,03-2020,Yes
eipk268699,26191,No,02-2024,Yes
eipk268700,26860,No,04-2022,Yes
eipk268701,27901,No,08-2018,Yes
eipk268702,12329,No,06-2022,Yes
eipk268703,21056,No,05-2024,Yes
eipk268704,3855,No,07-2022,Yes
eipk268705,19007,No,01-2020,Yes
eipk268706,6636,No,06-2021,Yes
eipk268707,11895,No,02-2024,Yes
eipk268708,10332,No,01-2022,Yes
eipk268709,3830,No,09-2022,Yes
eipk268710,9690,No,05-2024,Yes
eipk268711,15540,No,12-2018,Yes
eipk268712,5682,No,09-2018,Yes
eipk268713,10295,No,06-2018,Yes
eipk268714,4089,No,03-2020,Yes
eipk268715,2752,No,02-2018,Yes
eipk268716,5014,No,02-2024,Yes
eipk268717,1613,No,12-2022,Yes
eipk268718,18027,No,01-2022,Yes
eipk268719,12060,No,12-2023,Yes
eipk268720,18519,No,04-2022,Yes
eipk268721,13884,No,05-2020,Yes
eipk268722,17202,No,03-2024,Yes
eipk268723,15137,No,04-2018,Yes
eipk268724,21083,No,11-2020,Yes
eipk268725,11554,No,08-2018,Yes
eipk268726,17545,No,04-2021,Yes
eipk268727,11013,No,01-2021,Yes
eipk268728,7069,No,02-2019,Yes
eipk268729,4402,No,05-2022,Yes
eipk268730,11819,No,11-2018,Yes
eipk268731,4993,No,06-2022,Yes
eipk268732,14186,No,07-2022,Yes
eipk268733,22239,No,02-2019,Yes
eipk268734,1056,No,04-2020,Yes
eipk268735,22668,No,01-2018,Yes
eipk268736,20621,No,06-2022,Yes
eipk268737,27920,No,04-2020,Yes
eipk268738,22286,No,09-2021,Yes
eipk268739,6996,No,03-2021,Yes
eipk268740,1619,No,11-2023,Yes
eipk268741,17041,No,12-2021,Yes
eipk268742,22258,No,03-2020,Yes
eipk268743,14066,No,09-2022,Yes
eipk268744,3613,No,12-2018,Yes
eipk268745,24525,No,02-2018,Yes
eipk268746,22757,No,04-2021,Yes
eipk268747,20219,No,10-2023,Yes
eipk268748,26241,No,03-2018,Yes
eipk268749,9319,No,10-2023,Yes
eipk268750,4557,No,04-2024,Yes
eipk268751,5171,No,01-2018,Yes
eipk268752,5982,No,07-2021,Yes
eipk268753,14532,No,05-2023,Yes
eipk268754,7925,No,12-2020,Yes
eipk268755,18018,No,11-2023,Yes
eipk268756,20992,No,06-2023,Yes
eipk268757,24990,No,01-2022,Yes
eipk268758,16794,No,12-2023,Yes
eipk268759,6737,No,11-2020,Yes
eipk268760,13902,No,08-2018,Yes
eipk268761,26561,No,11-2019,Yes
eipk268762,25329,No,05-2021,Yes
eipk268763,19957,No,09-2020,Yes
eipk268764,2156,No,08-2023,Yes
eipk268765,6653,No,02-2023,Yes
eipk268766,4868,No,09-2018,Yes
eipk268767,23918,No,06-2020,Yes
eipk268768,9435,No,01-2024,Yes
eipk268769,18151,No,08-2019,Yes
eipk268770,12409,No,02-2023,Yes
eipk268771,9606,No,05-2024,Yes
eipk268772,7570,No,07-2020,Yes
eipk268773,12475,No,10-2021,Yes
eipk268774,13536,No,02-2021,Yes
eipk268775,12298,No,12-2020,Yes
eipk268776,3886,No,01-2021,Yes
eipk268777,15588,No,10-2021,Yes
eipk268778,1861,No,01-2024,Yes
eipk268779,22298,No,04-2018,Yes
eipk268780,22341,No,11-2021,Yes
eipk268781,21317,No,11-2022,Yes
eipk268782,12956,No,04-2020,Yes
eipk268783,17593,No,09-2018,Yes
eipk268784,23506,No,05-2019,Yes
eipk268785,19541,No,08-2021,Yes
eipk268786,3377,No,06-2019,Yes
eipk268787,19573,No,06-2022,Yes
eipk268788,26251,No,11-2018,Yes
eipk268789,7230,No,02-2021,Yes
eipk268790,23667,No,12-2021,Yes
eipk268791,18739,No,12-2022,Yes
eipk268792,16009,No,10-2023,Yes
eipk268793,25601,No,11-2019,Yes
eipk268794,11885,No,04-2021,Yes
eipk268795,17228,No,02-2022,Yes
eipk268796,2650,No,07-2022,Yes
eipk268797,17052,No,10-2022,Yes
eipk268798,3958,No,07-2020,Yes
eipk268799,21841,No,11-2022,Yes
eipk268800,6990,No,05-2020,Yes
eipk268801,19066,No,07-2018,Yes
eipk268802,13647,No,01-2022,Yes
eipk268803,19350,No,03-2019,Yes
eipk268804,4286,No,07-2019,Yes
eipk268805,18379,No,10-2023,Yes
eipk268806,25652,No,12-2018,Yes
eipk268807,19526,No,08-2022,Yes
eipk268808,1956,No,03-2020,Yes
eipk268809,1217,No,11-2022,Yes
eipk268810,21330,No,11-2022,Yes
eipk268811,3415,No,07-2020,Yes
eipk268812,23579,No,01-2019,Yes
eipk268813,12537,No,03-2023,Yes
eipk268814,2467,No,09-2020,Yes
eipk268815,13974,No,03-2020,Yes
eipk268816,20256,No,03-2020,Yes
eipk268817,17416,No,04-2024,Yes
eipk268818,12111,No,12-2021,Yes
eipk268819,20871,No,06-2022,Yes
eipk268820,24171,No,03-2024,Yes
eipk268821,26000,No,10-2020,Yes
eipk268822,22266,No,06-2022,Yes
eipk268823,4078,No,05-2024,Yes
eipk268824,7638,No,09-2021,Yes
eipk268825,5862,No,01-2023,Yes
eipk268826,19201,No,06-2018,Yes
eipk268827,23251,No,09-2018,Yes
eipk268828,13118,No,04-2019,Yes
eipk268829,22857,No,09-2021,Yes
eipk268830,13210,No,05-2018,Yes
eipk268831,16031,No,09-2020,Yes
eipk268832,5294,No,01-2021,Yes
eipk268833,1714,No,04-2020,Yes
eipk268834,15770,No,05-2019,Yes
eipk268835,20591,No,10-2022,Yes
eipk268836,4980,No,09-2019,Yes
eipk268837,5383,No,12-2019,Yes
eipk268838,19408,No,04-2020,Yes
eipk268839,12921,No,08-2021,Yes
eipk268840,7862,No,07-2022,Yes
eipk268841,19998,No,01-2020,Yes
eipk268842,1810,No,05-2019,Yes
